"TaxaID","source","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","method","adjusted_p_value","score","significant","Kingdom","Phylum","Class","Order","Family","Genus","Species","rab.all","rab.win.control","rab.win.S-3","diff.btw","diff.win","effect","overlap","we.ep","we.eBH","wi.ep","wi.eBH","Names","scores","significant_in_deseq2.x","significant_in_aldex2.x","significant_in_lefse.x","significant_in_deseq2.y","significant_in_aldex2.y","significant_in_lefse.y","n_methods","is_significant"
"ASV1","DESeq2",2137.56353063723,-0.36305471291441,0.249350920536163,-1.45599908808741,0.14539287169984,0.200296473600479,"deseq2",0.200296473600479,-0.36305471291441,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV1","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.997803075235276,-0.0904839204147156,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ia",NA,7.01246658158135,7.10261652883638,6.97478971692975,-0.0739602725399333,0.434394461737974,-0.0904839204147156,0.449612658010657,0.812251718995486,0.997803075235276,0.876041666666666,1,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV1013","DESeq2",48.2408390939971,-8.7945949778125,2.71350115790039,-3.24105075548132,0.00119089978075004,0.00320312953884099,"deseq2",0.00320312953884099,-8.7945949778125,TRUE,"Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Synechococcus CC9902",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV1013","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.687976679704867,-1.18808827541505,FALSE,"Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Synechococcus CC9902",NA,0.154740418464272,2.54541957546582,-5.97483862378561,-7.10233703559731,5.63422762898614,-1.18808827541505,0.147290337182451,0.153036407726903,0.687976679704867,0.340625,0.901403311970767,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV104","DESeq2",126.749313521041,1.58327780761227,0.32049243548661,4.94014095904744,7.80661152141913e-07,2.84796753651772e-06,"deseq2",2.84796753651772e-06,1.58327780761227,TRUE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS2b marine group",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,3,TRUE
"ASV104","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.082873428719458,3.43757035079075,TRUE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS2b marine group",NA,2.49695224819868,2.14864716270141,3.99790566672668,1.85730560864183,0.540268631397037,3.43757035079075,0.000547999460257121,0.0103016863522574,0.082873428719458,0,0,NA,NA,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,3,TRUE
"ASV104","LEfSe",NA,NA,NA,NA,NA,NA,"lefse",0.0671288162820623,3.60885681122196,TRUE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS2b marine group",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASV104",3.60885681122196,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,3,TRUE
"ASV108","DESeq2",132.059002985273,-0.584983447523001,0.137219571431411,-4.26311962222827,2.01592527473016e-05,6.40543998583617e-05,"deseq2",6.40543998583617e-05,-0.584983447523001,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV108","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.849685178047544,-0.745092840563933,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ia",NA,3.02926784651626,3.18127440573194,2.79798221207279,-0.349207518073328,0.380504140011386,-0.745092840563933,0.218752092515224,0.349153773313383,0.849685178047544,0.462499999999999,0.937405837402403,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV1097","DESeq2",20.667467767131,8.30952348008914,1.12526359789953,7.38451283379295,1.53012596858561e-13,1.20573926324546e-12,"deseq2",1.20573926324546e-12,8.30952348008914,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Lentibacter","algarum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,2,TRUE
"ASV1097","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.0741593450617147,3.57150056616339,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Lentibacter","algarum",-4.9119950154862,-6.36729053140232,2.15364525599282,8.49686546846984,2.55044180311397,3.57150056616339,0.000547999460257121,0.00896787199788258,0.0741593450617147,0,0,NA,NA,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,2,TRUE
"ASV111","DESeq2",121.164563567067,-10.1258223851928,1.4790274700518,-6.84627066787214,7.58000025636417e-12,4.66643765782419e-11,"deseq2",4.66643765782419e-11,-10.1258223851928,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","SAR86 clade",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,2,TRUE
"ASV111","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.462088474027719,-4.23597679952785,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","SAR86 clade",NA,NA,2.87957570171283,3.48827278251281,-6.35278246841642,-9.69170167473957,2.66451233511837,-4.23597679952785,0.000547999460257121,0.0820226942494899,0.462088474027719,0.133333333333333,0.656856030547715,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,2,TRUE
"ASV111","LEfSe",NA,NA,NA,NA,NA,NA,"lefse",0.0671288162820623,-3.55899788246623,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","SAR86 clade",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASV111",-3.55899788246623,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,2,TRUE
"ASV113","DESeq2",154.212829097188,0.045525869573402,0.181566661214738,0.250739145990897,0.802015793119011,0.892007008398608,"deseq2",0.892007008398608,0.045525869573402,FALSE,"Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Cyanobium PCC-6307",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV113","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.598769771255305,0.782845707639549,FALSE,"Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Cyanobium PCC-6307",NA,3.29918811908873,3.1601311182388,3.45453798250399,0.318406400152759,0.347257111440487,0.782845707639549,0.179690262997481,0.240938219344326,0.598769771255305,0.214583333333333,0.457975299012586,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV115","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.0775843247627449,4.10791879367853,TRUE,"Bacteria","Actinobacteriota","Acidimicrobiia","Actinomarinales","Actinomarinaceae","Candidatus Actinomarina",NA,2.48664392259608,2.27785776248325,4.23494536495532,1.99937401971387,0.491998771398459,4.10791879367853,0.000547999460257121,0.0085234329235946,0.0775843247627449,0,0,NA,NA,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,3,TRUE
"ASV115","DESeq2",136.646750938969,1.91360701887379,0.253868403755692,7.53779119640008,4.77998400826613e-14,4.70828424814214e-13,"deseq2",4.70828424814214e-13,1.91360701887379,TRUE,"Bacteria","Actinobacteriota","Acidimicrobiia","Actinomarinales","Actinomarinaceae","Candidatus Actinomarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,3,TRUE
"ASV115","LEfSe",NA,NA,NA,NA,NA,NA,"lefse",0.0671288162820623,3.73432016547323,TRUE,"Bacteria","Actinobacteriota","Acidimicrobiia","Actinomarinales","Actinomarinaceae","Candidatus Actinomarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASV115",3.73432016547323,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,3,TRUE
"ASV116","DESeq2",73.3207676760621,-9.39826775728142,2.98732776683931,-3.14604505792985,0.00165494507705228,0.00428979184446445,"deseq2",0.00428979184446445,-9.39826775728142,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Sedimentitalea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV116","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.681070592919932,-1.21337398842291,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Sedimentitalea",NA,-1.48238824259727,1.8386116392411,-5.91687139583064,-7.5321522416791,5.10869165176464,-1.21337398842291,0.116283743887406,0.163275590015594,0.681070592919932,0.304166666666666,0.862495787531836,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV1165","DESeq2",49.1256605375326,-8.82040341671499,4.20696087073818,-2.09662121605788,0.0360271196529608,0.0622573909792393,"deseq2",0.0622573909792393,-8.82040341671499,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Saccharospirillaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV1165","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.823570544170491,-0.768994559968466,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Saccharospirillaceae",NA,NA,-4.65676762802457,-0.277475702782682,-6.24810634361164,-5.48122196504097,6.2135809197209,-0.768994559968466,0.210939708203646,0.314090932284896,0.823570544170491,0.496875,0.907880408466545,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV117","DESeq2",22.6755851028689,4.90413298016621,2.4891625045866,1.97019397935238,0.048816143304082,0.0781852051293021,"deseq2",0.0781852051293021,4.90413298016621,FALSE,"Bacteria","Chloroflexi","Dehalococcoidia","SAR202 clade",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,TRUE
"ASV117","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.136421250082304,2.12152543841262,TRUE,"Bacteria","Chloroflexi","Dehalococcoidia","SAR202 clade",NA,NA,NA,-2.21736752931623,-5.04343934633608,2.17697396120042,7.21081026270842,3.19412895513551,2.12152543841262,0.000547999460257121,0.0232162556365657,0.136421250082304,0,0,NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1,TRUE
"ASV118","DESeq2",27.146706004136,0.525556098759518,0.354322506151945,1.48327043762256,0.138002573381207,0.191454274338717,"deseq2",0.191454274338717,0.525556098759518,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS4 marine group",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV118","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.479176773164963,0.967249837152498,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS4 marine group",NA,0.882576870831832,0.627670698599737,1.28521371245289,0.624021825938323,0.598570624095679,0.967249837152498,0.0859442004378223,0.148686176034761,0.479176773164963,0.0895833333333332,0.223296307564255,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV124","DESeq2",18.4704866149532,3.9451919983653,1.54297322046835,2.55687651997471,0.0105616701235655,0.0228642748828836,"deseq2",0.0228642748828836,3.9451919983653,TRUE,"Bacteria","SAR324 clade(Marine group B)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,2,TRUE
