"TaxaID","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","method","adjusted_p_value","score","significant","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ASV1",1964.57894095177,-0.813440198876189,0.679922824897699,-1.19628451183417,0.231585550728746,0.380615141244003,"DESeq2",0.380615141244003,-0.813440198876189,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ia",NA
"ASV2",583.069400943783,-3.96638679720451,1.14525474696836,-3.45271083041767,0.000554983592780593,0.00303106423749401,"DESeq2",0.00303106423749401,-3.96638679720451,TRUE,"Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Prochlorococcus MIT9313","marinus"
"ASV3",1161.01107086959,-0.350510314526208,0.65675835524269,-0.533684119590619,0.593560098021799,0.734194546333584,"DESeq2",0.734194546333584,-0.350510314526208,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ia",NA
"ASV4",1364.163390747,-2.38298628007356,0.887541437803653,-2.68318588825989,0.00729244439923108,0.0278367501260971,"DESeq2",0.0278367501260971,-2.38298628007356,TRUE,"Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Synechococcus CC9902",NA
"ASV5",1074.0888052711,-0.332733322478876,0.630612219718663,-0.527625141476948,0.597759539511311,0.736821654605956,"DESeq2",0.736821654605956,-0.332733322478876,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade II",NA,NA
"ASV6",1164.29169498595,-0.737163353556208,0.650298850679382,-1.13351712731637,0.25699715283805,0.407294594899588,"DESeq2",0.407294594899588,-0.737163353556208,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ia",NA
"ASV9",306.86807778405,-4.99394242669092,1.96787452804853,-2.45126274366542,0.0142355999129457,0.0476758298971294,"DESeq2",0.0476758298971294,-4.99394242669092,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Alteromonadaceae","Glaciecola",NA
"ASV13",625.984132829577,-1.31888920114913,0.569026052670946,-2.3176896164924,0.020466195751243,0.0632630547325335,"DESeq2",0.0632630547325335,-1.31888920114913,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ib",NA
"ASV20",644.833093659648,0.302916685665606,0.59379956100937,0.510139951926189,0.609953417248115,0.749250737450107,"DESeq2",0.749250737450107,0.302916685665606,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ia",NA
"ASV21",357.819460384219,-0.103062892684623,0.75035894848953,-0.137350378252148,0.890753851638319,0.942734142504224,"DESeq2",0.942734142504224,-0.103062892684623,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","AEGEAN-169 marine group",NA,NA
"ASV24",236.601796687833,-9.54832010398211,1.93689254550346,-10.0814782220958,6.67147797397936e-24,1.18418734038134e-21,"DESeq2",1.18418734038134e-21,-9.54832010398211,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Pseudophaeobacter",NA
"ASV27",1076.18172236433,-11.8791259659941,1.81307690667243,-12.4524623966862,1.3559610932124e-35,4.81366188090403e-33,"DESeq2",4.81366188090403e-33,-11.8791259659941,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Saccharospirillaceae","Oceaniserpentilla",NA
"ASV30",349.426748450541,-0.597316442545189,0.545340872168349,-1.09529741551842,0.273386359408555,0.428537948605755,"DESeq2",0.428537948605755,-0.597316442545189,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade II",NA,NA
"ASV34",397.213796813575,-0.056181458635423,0.765405574852929,-0.0734007068767088,0.941487255108259,0.957673282416711,"DESeq2",0.957673282416711,-0.056181458635423,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade IV",NA,NA
"ASV35",65.1619020660883,3.5606795410498,0.969294525759863,3.66150514360439,0.000250737826224124,0.00156161277736077,"DESeq2",0.00156161277736077,3.5606795410498,TRUE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Fluviicola",NA
"ASV36",23.4481083664185,3.78686429978505,2.03656086306947,6.26800227751438,3.65709436272087e-10,9.98668075973777e-09,"DESeq2",9.98668075973777e-09,3.78686429978505,TRUE,"Archaea","Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae",NA,NA
"ASV37",171.668606169567,-1.39187183405138,0.908888903010516,-1.5308027151541,0.125818158378547,0.237895203785419,"DESeq2",0.237895203785419,-1.39187183405138,FALSE,"Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Synechococcus CC9902",NA
"ASV39",217.952684484794,-0.219740725731689,0.720877320532972,-0.304820249533368,0.760503058126317,0.862551391804609,"DESeq2",0.862551391804609,-0.219740725731689,FALSE,"Bacteria","Actinobacteriota","Acidimicrobiia","Actinomarinales","Actinomarinaceae","Candidatus Actinomarina",NA
"ASV40",307.771444032397,-0.644596441670965,0.93413317129314,-0.689901886503794,0.490255889415437,0.635185550155037,"DESeq2",0.635185550155037,-0.644596441670965,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ib",NA
"ASV42",15.1268914797125,-6.35718982342554,1.88000182516766,-3.21670135643481,0.00129673503027038,0.00657629908208551,"DESeq2",0.00657629908208551,-6.35718982342554,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Marinomonadaceae","Marinomonas",NA
"ASV45",250.156635461177,-0.899367150977794,0.418742448192995,-2.14780153764036,0.0317295248280458,0.0879998540152832,"DESeq2",0.0879998540152832,-0.899367150977794,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ib",NA
"ASV47",178.191310221809,-0.922116332023228,0.458848988023992,-2.00963728901732,0.0444695916252477,0.111834502429946,"DESeq2",0.111834502429946,-0.922116332023228,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ib",NA
