"TaxaID","source","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","method","adjusted_p_value","score","significant","Names","scores","significant_in_deseq2.x","significant_in_aldex2.x","significant_in_lefse.x","significant_in_deseq2.y","significant_in_aldex2.y","significant_in_lefse.y","n_methods","is_significant","significant_in_aldex2","significant_in_lefse","method_overlap","relab_control","relab_contrast","dominant_group","avg_relab","Kingdom","Phylum","Class","Order","Family","Genus","Species","tax_group","neg_log_p"
"ASV1","DESeq2",1858.68838373948,0.361403779626518,0.390513673386859,0.925463059123388,0.354725090593915,0.432657118072881,"deseq2",0.432657118072881,0.361403779626518,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0.080829856213963,0.0492391248655019,"control",0.080829856213963,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ia",NA,"Clade Ia",0.36385614687939
"ASV1002","DESeq2",61.6991818924139,6.0589087759938,2.09093262915383,2.47652326210352,0.0132668979317092,0.027384238038528,"deseq2",0.027384238038528,6.0589087759938,TRUE,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,2,TRUE,FALSE,TRUE,"DESeq2 + LEfSe",0,0.00671209714607778,"contrast",0.00671209714607778,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidetes BD2-2",NA,NA,NA,1.56249933873251
"ASV1013","DESeq2",44.8531396610488,-3.31403065236239,1.99177553090166,-1.9935653721668,0.0461995727788229,0.0854957611194309,"deseq2",0.0854957611194309,-3.31403065236239,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0.00251982079076456,0,"control",0.00251982079076456,"Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Synechococcus CC9902",NA,"Synechococcus CC9902",1.06805541706219
"ASV1014","DESeq2",60.2862235284655,5.93279767242998,2.08938132228625,2.43470537827526,0.014903919281225,0.0303738101807243,"deseq2",0.0303738101807243,5.93279767242998,TRUE,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,2,TRUE,FALSE,TRUE,"DESeq2 + LEfSe",0,0.00655838499769432,"contrast",0.00655838499769432,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Psychromonadaceae","Agarivorans",NA,"Agarivorans",1.51750072547813
"ASV104","DESeq2",64.0326962294589,0.668347402246409,0.528392806216257,1.26551116811872,0.205688147490575,0.295676712017701,"deseq2",0.295676712017701,0.668347402246409,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0.0026768482020451,0.00199825792898499,"control",0.0026768482020451,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS2b marine group",NA,"NS2b marine group",0.52918287987188
"ASV108","DESeq2",116.632879009545,0.199526978013159,0.27786048326118,0.718174934382235,0.472649431055106,0.557906938772142,"deseq2",0.557906938772142,0.199526978013159,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0.00502526323510365,0.00281805605369678,"control",0.00502526323510365,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ia",NA,"Clade Ia",0.253438237170536
"ASV111","DESeq2",110.09084880794,-6.67076659487652,1.60560947832767,-3.99471274652723,6.47727365992277e-05,0.000521420529623783,"deseq2",0.000521420529623783,-6.67076659487652,TRUE,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,"DESeq2 only",0.00641035148628548,0,"control",0.00641035148628548,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","SAR86 clade",NA,NA,NA,3.28281187357659
"ASV1122","DESeq2",62.17016801373,6.10061607675392,2.09135867317759,2.49053554135598,0.0127550737892458,0.0266696997411504,"deseq2",0.0266696997411504,6.10061607675392,TRUE,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,2,TRUE,FALSE,TRUE,"DESeq2 + LEfSe",0,0.00676333452887227,"contrast",0.00676333452887227,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Spongiivirga",NA,"Spongiivirga",1.57398187375503
"ASV113","DESeq2",122.164512537864,0.334728553863988,0.295165504579876,1.13424581192901,0.25669145227572,0.329623807645793,"deseq2",0.329623807645793,0.334728553863988,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0.00513222415700293,0.00317671773325818,"control",0.00513222415700293,"Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Cyanobium PCC-6307",NA,"Cyanobium PCC-6307",0.481981428177013
"ASV115","DESeq2",68.3021209647623,1.1462411490971,0.552774617937816,2.07492510598373,0.0379934764794352,0.0723222931338876,"deseq2",0.0723222931338876,1.1462411490971,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0.00241544796358166,0.00266434390531332,"contrast",0.00266434390531332,"Bacteria","Actinobacteriota","Acidimicrobiia","Actinomarinales","Actinomarinaceae","Candidatus Actinomarina",NA,"Candidatus Actinomarina",1.14072781207355
