"TaxaID","source","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","method","adjusted_p_value","score","significant","Kingdom","Phylum","Class","Order","Family","Genus","Species","Names","scores","significant_in_deseq2.x","significant_in_aldex2.x","significant_in_lefse.x","significant_in_deseq2.y","significant_in_aldex2.y","significant_in_lefse.y","n_methods","is_significant"
"ASV1","DESeq2",448.894332602278,0.921543812732572,0.824590081738989,1.11750003627144,0.263780584084386,0.31798207396474,"deseq2",0.31798207396474,0.921543812732572,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ia",NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV1030","DESeq2",26.9484295581363,-5.17274399532801,2.0198273282406,-2.55934934375749,0.0104868299229269,0.0251629370184932,"deseq2",0.0251629370184932,-5.17274399532801,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Alteromonadaceae","Aliiglaciecola",NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV1047","DESeq2",77.5383915146765,8.08394774307929,2.40493411649351,2.99569888587246,0.00273816673957424,0.0100399447117722,"deseq2",0.0100399447117722,8.08394774307929,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales",NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,2,TRUE
"ASV1047","LEfSe",NA,NA,NA,NA,NA,NA,"lefse",0.0832645166635501,4.38625442871911,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales",NA,NA,NA,"ASV1047",4.38625442871911,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,2,TRUE
"ASV111","DESeq2",55.4646301038915,-0.546514512963485,2.32395241140415,-0.23830514632686,0.811644430124833,0.871033046963235,"deseq2",0.871033046963235,-0.546514512963485,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","SAR86 clade",NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV1133","DESeq2",51.5036189158439,-5.70632885712639,2.10005534031659,-2.70441080811972,0.0068425636496393,0.0188170500365081,"deseq2",0.0188170500365081,-5.70632885712639,TRUE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Aurantivirga",NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV116","DESeq2",42.6060362847004,-1.73952756944924,2.52361797401485,-3.49887129764748,0.000467232051999856,0.00342636838133228,"deseq2",0.00342636838133228,-1.73952756944924,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Sedimentitalea",NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV1194","DESeq2",40.9631099092578,-5.17251600340069,2.17510853554448,-2.36605264503975,0.0179788876554035,0.0336625981633087,"deseq2",0.0336625981633087,-5.17251600340069,TRUE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae",NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV1218","DESeq2",37.3259612706341,-5.01586552087056,2.19523533251628,-2.27724903153134,0.0227713586769283,0.0400775912713938,"deseq2",0.0400775912713938,-5.01586552087056,TRUE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Aureicoccus","marinus",NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV1232","DESeq2",33.3983602463186,-2.49357850872336,2.50341568839663,-1.41447850926856,0.15722145299504,0.212853659439439,"deseq2",0.212853659439439,-2.49357850872336,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae",NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV1233","DESeq2",42.8024742319374,-5.86729235670922,1.92229404246505,-3.05167835164472,0.0022756581026073,0.0095360910966401,"deseq2",0.0095360910966401,-5.86729235670922,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Alteromonadaceae",NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV1253","DESeq2",43.4602543394034,-5.90756027433809,1.90922413442427,-3.0937427485964,0.00197648785809265,0.00915425955327124,"deseq2",0.00915425955327124,-5.90756027433809,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Arenicellales","Arenicellaceae","Arenicella",NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV13","DESeq2",85.4024078091894,-0.961032416578571,0.852389423507195,-1.12658470893414,0.259918107168869,0.317677686539729,"deseq2",0.317677686539729,-0.961032416578571,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ib",NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV1328","DESeq2",36.4944558586707,-5.25502136394797,2.15138650285533,-2.43876908175968,0.0147373822147964,0.0301602240674903,"deseq2",0.0301602240674903,-5.25502136394797,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV1334","DESeq2",24.9974036552952,-5.08440837775945,2.02075001263112,-2.51451537460736,0.011919610530229,0.0276033085963198,"deseq2",0.0276033085963198,-5.08440837775945,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Spongiibacteraceae","Dasania",NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV1401","LEfSe",NA,NA,NA,NA,NA,NA,"lefse",0.0832645166635501,4.38768147633173,TRUE,"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Xenococcaceae","Pleurocapsa PCC-7319",NA,"ASV1401",4.38768147633173,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,2,TRUE
"ASV1401","DESeq2",78.0962216694583,8.10356603228757,2.40316798583101,3.00585141140558,0.00264838379297772,0.0100399447117722,"deseq2",0.0100399447117722,8.10356603228757,TRUE,"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Xenococcaceae","Pleurocapsa PCC-7319",NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,2,TRUE
"ASV141","DESeq2",20.7700331944501,-4.87503459630768,2.01408250327341,-2.41931205735528,0.0155498939296073,0.0304086814623432,"deseq2",0.0304086814623432,-4.87503459630768,TRUE,"Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Synechococcus CC9902",NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV1415","DESeq2",35.4603785045754,-5.479405879888,2.01961292967368,-2.71164819794374,0.00669496061466485,0.0188170500365081,"deseq2",0.0188170500365081,-5.479405879888,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Yoonia-Loktanella",NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV1498","DESeq2",22.9678854901026,-4.92439427938976,2.05198855321387,-2.39830454458643,0.016471164376813,0.0315100535904249,"deseq2",0.0315100535904249,-4.92439427938976,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Marinobacteraceae","Marinobacter","guineae",NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV1510","DESeq2",31.869716742743,-5.41750319825091,1.98359018180841,-2.73019484631304,0.00632969024198618,0.0185670913764928,"deseq2",0.0185670913764928,-5.41750319825091,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Yoonia-Loktanella",NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV160","DESeq2",92.1919821710924,-0.873925381014722,0.851887792214776,-1.02526821728037,0.305236647968257,0.353431908173772,"deseq2",0.353431908173772,-0.873925381014722,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Polaribacter","dokdonensis",NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV1628","DESeq2",64.387067544487,3.24804634954353,2.18296480997869,1.44234109117576,0.149206173499092,0.211776504321293,"deseq2",0.211776504321293,3.24804634954353,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Tenacibaculum",NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV168","DESeq2",116.586502349406,9.1481781278549,2.28763046242947,3.61753804355155,0.00029741862516257,0.00342636838133228,"deseq2",0.00342636838133228,9.1481781278549,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Saccharospirillaceae","Oleibacter",NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,2,TRUE
"ASV168","LEfSe",NA,NA,NA,NA,NA,NA,"lefse",0.0832645166635501,4.61717222046961,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Saccharospirillaceae","Oleibacter",NA,"ASV168",4.61717222046961,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,2,TRUE
"ASV169","DESeq2",44.9603923020469,-2.60544135222278,2.49579694360696,-1.52653075757776,0.126877736509688,0.186087346880876,"deseq2",0.186087346880876,-2.60544135222278,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Colwelliaceae","Thalassotalea","eurytherma",NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV171","DESeq2",88.6949946103134,8.44573808635369,2.36942086622908,3.19038379163261,0.00142083969513582,0.00694632739844181,"deseq2",0.00694632739844181,8.44573808635369,TRUE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS5 marine group",NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,2,TRUE
"ASV171","LEfSe",NA,NA,NA,NA,NA,NA,"lefse",0.0832645166635501,4.46772565152941,TRUE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS5 marine group",NA,"ASV171",4.46772565152941,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,2,TRUE
"ASV1733","DESeq2",31.196466202307,-5.41192547928383,1.97188956583955,-2.74369496893726,0.00607519598464054,0.0184350774706334,"deseq2",0.0184350774706334,-5.41192547928383,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Tateyamaria",NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV175","DESeq2",166.240288190153,-7.43449633925645,1.90809773505903,-3.83934663199967,0.000123362161324212,0.00271396754913267,"deseq2",0.00271396754913267,-7.43449633925645,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Colwelliaceae","Colwellia",NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV180","DESeq2",66.3362407462511,-0.0981842051582608,1.55105022744284,-0.063315835319389,0.949515006302211,0.979211946564623,"deseq2",0.979211946564623,-0.0981842051582608,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Pseudoalteromonadaceae","Pseudoalteromonas",NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV1836","DESeq2",41.647624074047,-2.85684142949738,2.47433714496272,-1.57134343211564,0.116102897905741,0.173170423995003,"deseq2",0.173170423995003,-2.85684142949738,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Alcanivoracaceae1","Alcanivorax",NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV2","DESeq2",36.2889961701763,-5.68354148279426,1.91857351348731,-2.96174572914567,0.00305900289544487,0.0107676901919659,"deseq2",0.0107676901919659,-5.68354148279426,TRUE,"Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Prochlorococcus MIT9313","marinus",NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV20","DESeq2",119.71796181353,1.74036225784923,0.826593850372765,2.10552829316418,0.0352453471412266,0.0574368620079248,"deseq2",0.0574368620079248,1.74036225784923,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ia",NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV223","DESeq2",98.3238766636383,-6.82600516801917,1.94202301070578,-3.51355798128239,0.000442147904264999,0.00342636838133228,"deseq2",0.00342636838133228,-6.82600516801917,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Cellvibrionaceae","Aestuariicella",NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV2303","DESeq2",34.1868542187062,-2.49591179159218,2.50330128471729,-1.42157837488412,0.155148686272903,0.212853659439439,"deseq2",0.212853659439439,-2.49591179159218,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Winogradskyella",NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV236","DESeq2",122.043640944235,-1.26973857778255,2.32512150410759,-0.565954012027309,0.571425043150199,0.628567547465219,"deseq2",0.628567547465219,-1.26973857778255,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Aurantivirga",NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV24","DESeq2",294.724612721328,-7.60791057508187,1.93788908594532,-3.72096764635007,0.000198460865872337,0.00332563810667774,"deseq2",0.00332563810667774,-7.60791057508187,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Pseudophaeobacter",NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV248","DESeq2",19.6723637255879,-2.43866845961051,2.505898955365,-1.26047110527337,0.207499465066413,0.257182435575272,"deseq2",0.257182435575272,-2.43866845961051,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Alteromonadaceae","Alteromonas","australica",NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV256","DESeq2",26.4819473649266,-1.7223736895913,2.52312269109497,-3.3845201977633,0.000713027727921595,0.00418309600380669,"deseq2",0.00418309600380669,-1.7223736895913,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Amylibacter",NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV2656","DESeq2",29.8061566628295,-4.94951396220176,2.19024751965583,-2.25537091566609,0.0241100567415782,0.0416016665344878,"deseq2",0.0416016665344878,-4.94951396220176,TRUE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae",NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV27","DESeq2",190.553944186783,-3.80592020299433,1.72989720187924,-2.20729273394316,0.0272936146097235,0.0461891939549166,"deseq2",0.0461891939549166,-3.80592020299433,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Saccharospirillaceae","Oceaniserpentilla",NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV3","DESeq2",234.271726459867,0.87525644416456,0.820227800871881,1.06708293142904,0.28593438866366,0.340030083816244,"deseq2",0.340030083816244,0.87525644416456,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ia",NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV30","DESeq2",84.9843760491693,1.0240238450373,2.19024008500681,0.461519681311893,0.644425804357831,0.700116923252953,"deseq2",0.700116923252953,1.0240238450373,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade II",NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV3131","DESeq2",28.1298278066521,-2.39319974286728,2.50975148761687,-1.34184387066159,0.179646624234077,0.232483866655864,"deseq2",0.232483866655864,-2.39319974286728,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Tenacibaculum",NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV319","DESeq2",90.2769302354077,-6.72784004527296,1.94036984437997,-3.46603654901053,0.000528191473040349,0.00350297963793789,"deseq2",0.00350297963793789,-6.72784004527296,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Saccharospirillaceae","Oleispira",NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV34","DESeq2",55.0531940132599,0.0302419583353809,0.980807779727658,0.0308344941645227,0.975401531125813,0.986613042977834,"deseq2",0.986613042977834,0.0302419583353809,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade IV",NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV343","DESeq2",36.412677626774,-1.73471614490482,2.52348170095246,-3.45159079637309,0.000557292215126483,0.00350297963793789,"deseq2",0.00350297963793789,-1.73471614490482,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Colwelliaceae","Colwellia",NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
