"TaxaID","source","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","method","adjusted_p_value","score","significant","Kingdom","Phylum","Class","Order","Family","Genus","Species","rab.all","rab.win.control","rab.win.Dor.out","diff.btw","diff.win","effect","overlap","we.ep","we.eBH","wi.ep","wi.eBH","Names","scores","significant_in_deseq2.x","significant_in_aldex2.x","significant_in_lefse.x","significant_in_deseq2.y","significant_in_aldex2.y","significant_in_lefse.y","n_methods","is_significant","TaxLabel","significance_label"
"ASV1","DESeq2",1779.80679046553,0.0119140160626172,0.363313634363072,0.0327926478275546,0.973839941244884,0.979280387844017,"deseq2",0.979280387844017,0.0119140160626172,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,TRUE,"Clade Ia","Significant"
"ASV1","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.233105535469,1.41730976928065,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ia",NA,7.47873755312725,7.10169898207768,7.92604351342674,0.869793382505914,0.542016346740917,1.41730976928065,0.0312696412751581,0.0730861529820181,0.233105535469,0.0427083333333333,0.109182912967593,NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1,TRUE,"Clade Ia","Significant"
"ASV1013","DESeq2",37.1770613875614,-7.62534167075156,2.94663116049299,-2.58781681704466,0.00965863296115159,0.0197562946932646,"deseq2",0.0197562946932646,-7.62534167075156,TRUE,"Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Synechococcus CC9902",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,"Synechococcus CC9902","Significant"
"ASV1013","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.798098797681048,-1.06994375535344,FALSE,"Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Synechococcus CC9902",NA,0.979797194988249,2.51184225370633,-4.73154349213336,-6.07553371909757,5.24091195071055,-1.06994375535344,0.125004358959289,0.243392380962702,0.798098797681048,0.4,0.88799174079659,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,"Synechococcus CC9902","Significant"
"ASV1026","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.0267086181197171,4.4683086720636,TRUE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae",NA,NA,-4.67146478798796,-6.54490777559309,5.67586058244096,12.1374076855944,2.72923906260018,4.4683086720636,0.000547999460257121,0.00382738468513291,0.0267086181197171,0,0,NA,NA,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,2,TRUE,NA,"Significant"
"ASV1026","DESeq2",122.292075158602,11.2719756561226,1.22093944445649,9.23221516619961,2.65091890655614e-20,2.98228376987566e-19,"deseq2",2.98228376987566e-19,11.2719756561226,TRUE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,2,TRUE,NA,"Significant"
"ASV104","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.0646872995677972,2.72751363271047,TRUE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS2b marine group",NA,2.51958529884752,2.14224570452727,3.87610567402468,1.76926578489829,0.633273516001244,2.72751363271047,0.000547999460257121,0.01366719740665,0.0646872995677972,0,0,NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1,TRUE,"NS2b marine group","Significant"
"ASV104","DESeq2",72.909358659018,0.811338073267785,0.441801329237328,1.83643194253938,0.0662937989833325,0.101990459974358,"deseq2",0.101990459974358,0.811338073267785,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS2b marine group",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,TRUE,"NS2b marine group","Significant"
"ASV108","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.124728226848016,2.32572148045624,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ia",NA,3.31668164676235,3.17743739615962,4.13335655466612,0.975080619913425,0.436545237445996,2.32572148045624,0.00782930484115282,0.0350367278166691,0.124728226848016,0,0,NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1,TRUE,"Clade Ia","Significant"
"ASV108","DESeq2",117.412462435709,0.144882673246852,0.184827488082104,0.783880551265688,0.433110202733196,0.512893661131416,"deseq2",0.512893661131416,0.144882673246852,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,TRUE,"Clade Ia","Significant"
